dataset_size,max_depth,min_samples_split,my_tree_accuracy,my_tree_precision,my_tree_recall,my_tree_depth,my_tree_num_nodes,my_tree_training_time,my_memory_usage,sklearn_accuracy,sklearn_precision,sklearn_recall,sklearn_tree_depth,sklearn_num_nodes,sklearn_training_time,sklearn_memory_usage
79,6,2,1.0,1.0,1.0,6,21,0.007096052169799805,1831.5,1.0,1.0,1.0,4,9,0.00038313865661621094,1831.5
91,6,2,1.0,1.0,1.0,6,23,0.007888078689575195,1831.5,1.0,1.0,1.0,4,9,0.00041484832763671875,1831.5
102,6,2,1.0,1.0,1.0,5,11,0.004321098327636719,1831.5,1.0,1.0,1.0,4,11,0.0005660057067871094,1831.5
114,6,2,1.0,1.0,1.0,6,29,0.010129928588867188,1831.5,1.0,1.0,1.0,4,11,0.0006420612335205078,1831.5
11,6,4,0.9090909090909091,0.45454545454545453,0.5,2,5,0.0011627674102783203,1831.5,1.0,1.0,1.0,1,3,0.00018596649169921875,1831.5
22,6,4,0.9545454545454546,0.96875,0.9285714285714286,3,7,0.0018689632415771484,1831.5,1.0,1.0,1.0,1,3,0.00020003318786621094,1831.5
34,6,4,0.9705882352941176,0.9782608695652174,0.9583333333333333,4,9,0.0025787353515625,1831.5,1.0,1.0,1.0,2,5,0.000247955322265625,1831.5
45,6,4,0.9777777777777777,0.9827586206896552,0.9705882352941176,4,9,0.0028028488159179688,1831.5,1.0,1.0,1.0,2,7,0.00029087066650390625,1831.5
57,6,4,0.9824561403508771,0.9861111111111112,0.9772727272727273,4,9,0.0029799938201904297,1831.5,1.0,1.0,1.0,4,9,0.00030493736267089844,1831.5
68,6,4,0.9852941176470589,0.9878048780487805,0.9821428571428572,5,11,0.0037078857421875,1831.5,1.0,1.0,1.0,4,9,0.0003819465637207031,1831.5
79,6,4,0.9873417721518988,0.9895833333333333,0.984375,5,19,0.0065920352935791016,1831.5,0.9873417721518988,0.9876054852320675,0.9873417721518988,3,7,0.00037097930908203125,1831.5
91,6,4,0.978021978021978,0.9818181818181818,0.9736842105263157,5,19,0.006968975067138672,1831.5,0.989010989010989,0.9892144892144892,0.989010989010989,3,7,0.00040411949157714844,1831.5
102,6,4,1.0,1.0,1.0,5,11,0.004354000091552734,1831.5,0.9901960784313726,0.9903542061986085,0.9901960784313726,3,9,0.0005512237548828125,1831.5
114,6,4,0.9736842105263158,0.9744245524296675,0.9712607176881549,5,23,0.008727073669433594,1831.5,0.9912280701754386,0.9913570691434469,0.9912280701754386,3,9,0.0006079673767089844,1831.5
11,6,8,0.9090909090909091,0.45454545454545453,0.5,1,3,0.0006320476531982422,1831.5,1.0,1.0,1.0,1,3,0.00018095970153808594,1831.5
22,6,8,0.9545454545454546,0.96875,0.9285714285714286,2,5,0.0013339519500732422,1831.5,1.0,1.0,1.0,1,3,0.00019598007202148438,1831.5
34,6,8,0.9705882352941176,0.9615384615384616,0.9772727272727273,3,7,0.002062082290649414,1831.5,1.0,1.0,1.0,2,5,0.0002410411834716797,1831.5
45,6,8,0.9777777777777777,0.9827586206896552,0.9705882352941176,3,7,0.0022478103637695312,1831.5,1.0,1.0,1.0,2,7,0.0002942085266113281,1831.5
57,6,8,0.9824561403508771,0.9861111111111112,0.9772727272727273,3,7,0.0024411678314208984,1831.5,0.9824561403508771,0.982943469785575,0.9824561403508771,3,7,0.0002951622009277344,1831.5
68,6,8,0.9852941176470589,0.9827586206896552,0.9875,4,9,0.0031931400299072266,1831.5,0.9852941176470589,0.9856527977044477,0.9852941176470589,3,7,0.00035691261291503906,1831.5
