dataset_size,max_depth,min_samples_split,my_tree_accuracy,my_tree_precision,my_tree_recall,my_tree_depth,my_tree_num_nodes,my_tree_training_time,my_memory_usage,sklearn_accuracy,sklearn_precision,sklearn_recall,sklearn_tree_depth,sklearn_num_nodes,sklearn_training_time,sklearn_memory_usage
4648,2,64,0.641566265060241,0.2695661393865886,0.2960480416875331,2,7,0.1837019920349121,1886.15625,0.6725473321858864,0.6145040459582333,0.6725473321858864,2,7,0.0046880245208740234,1886.15625
5810,2,64,0.6440619621342513,0.2696267882933027,0.29370735461072833,2,7,0.2299058437347412,1886.15625,0.6726333907056798,0.6144566872387723,0.6726333907056798,2,7,0.00847482681274414,1886.15625
6972,2,64,0.6434308663224326,0.2691632162760666,0.29281921345756184,2,7,0.27114129066467285,1886.171875,0.6732644865174986,0.6152927176237195,0.6732644865174986,2,7,0.00710296630859375,1886.171875
8134,2,64,0.6426112613720187,0.2701530448867498,0.2936103494888666,2,7,0.32109904289245605,1886.171875,0.6753134988935333,0.6171231862546297,0.6753134988935333,2,7,0.007722139358520508,1886.171875
9296,2,64,0.6421041308089501,0.2697808901685292,0.29151522117272705,2,7,0.3472933769226074,1886.171875,0.6720094664371773,0.6146940098926927,0.6720094664371773,2,7,0.008695125579833984,1886.171875
10458,2,64,0.6419965576592083,0.26959918508100994,0.29217895180208553,2,7,0.38779592514038086,1886.171875,0.6711608338114362,0.6137074336033039,0.6711608338114362,2,7,0.009585857391357422,1886.171875
11621,2,64,0.643404182084158,0.2704145008358986,0.29364358077132735,2,7,0.4344491958618164,1886.171875,0.6705102831081663,0.6129840477718717,0.6705102831081663,2,7,0.0106201171875,1886.171875
1162,4,2,0.693631669535284,0.6226141402266646,0.42834454536531597,4,29,0.09520983695983887,1886.171875,0.7013769363166954,0.6651578821921742,0.7013769363166954,4,31,0.002686023712158203,1886.171875
2324,4,2,0.6876075731497419,0.42781936332531295,0.34364771393510846,4,29,0.17974400520324707,1886.203125,0.6858864027538726,0.6502130366241591,0.6858864027538726,4,31,0.004876136779785156,1886.203125
3486,4,2,0.6878944348823867,0.342614602385312,0.35540837980296114,4,31,0.2641589641571045,1886.25,0.683017785427424,0.6495711186976363,0.683017785427424,4,31,0.006886005401611328,1886.25
4648,4,2,0.6787865748709122,0.3402482016840077,0.35317291306587745,4,31,0.35196399688720703,1886.25,0.6839500860585198,0.6585815863355745,0.6839500860585198,4,31,0.009042978286743164,1886.25
5810,4,2,0.6876075731497419,0.42794557432776664,0.4129104849579896,4,31,0.4334139823913574,1886.296875,0.6836488812392427,0.633627405842293,0.6836488812392427,4,31,0.010890960693359375,1886.296875
6972,4,2,0.6973608720596672,0.4992427516273443,0.4373607745838059,4,31,0.5182788372039795,1886.359375,0.685025817555938,0.6678441812612385,0.685025817555938,4,31,0.012866020202636719,1886.359375
8134,4,2,0.6887140398328006,0.4570087960976355,0.3923840115315775,4,31,0.6116940975189209,1886.421875,0.6772805507745266,0.6455390055268273,0.6772805507745266,4,31,0.015017271041870117,1886.421875
9296,4,2,0.6864242685025818,0.39897921058693253,0.3390266643191028,4,31,0.7026979923248291,1886.421875,0.6815834767641996,0.6647068868065041,0.6815834767641996,4,31,0.016862869262695312,1886.421875
10458,4,2,0.6848345764008414,0.38754982754897477,0.3477717850030825,4,31,0.7884578704833984,1886.421875,0.6813922356091031,0.650438231695862,0.6813922356091031,4,31,0.0185849666595459,1886.421875
